ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,turnover_rate,volume_ratio,pe,pb,ps,total_share,float_share,free_share,total_mv,circ_mv
601988.SH,20070122,4.89,5.02,4.86,5.02,4.85,0.17,3.51,3173484.46,1574601.626,6.0937,1.41,30.418,3.368,8.7631,25383916.2009,520779.4,345454.7,127427259.3285,2614312.588
601988.SH,20070123,5.06,5.15,4.88,5.12,5.02,0.1,1.99,3452102.25,1734269.143,6.6287,1.44,31.024,3.4351,8.9377,25383916.2009,520779.4,345454.7,129965650.9486,2666390.528
601988.SH,20070124,5.13,5.15,5.02,5.04,5.12,-0.08,-1.56,2447169.82,1240479.067,4.6991,0.96,30.5392,3.3814,8.798,25383916.2009,520779.4,345454.7,127934937.6525,2624728.176
601988.SH,20070125,4.99,4.99,4.78,4.79,5.04,-0.25,-4.96,2121921.49,1032067.617,4.0745,0.82,29.0244,3.2137,8.3616,25383916.2009,520779.4,345454.7,121588958.6023,2494533.326
601988.SH,20070126,4.7,4.92,4.52,4.85,4.79,0.06,1.25,2358565.88,1111758.386,4.5289,0.91,29.3879,3.2539,8.4664,25383916.2009,520779.4,345454.7,123111993.5744,2525780.09
601988.SH,20070129,4.85,5.02,4.82,5.0,4.85,0.15,3.09,2801972.7,1384657.06,5.3803,1.03,30.2969,3.3546,8.7282,25383916.2009,520779.4,345454.7,126919581.0045,2603897.0
601988.SH,20070130,5.02,5.05,4.88,4.96,5.0,-0.04,-0.8,2600923.77,1289653.721,4.9943,0.99,30.0545,3.3277,8.6584,25383916.2009,520779.4,345454.7,125904224.3565,2583065.824
601988.SH,20070131,5.01,5.18,4.9,4.96,4.96,0.0,0.0,6066305.05,3057589.223,11.6485,2.46,30.0545,3.3277,8.6584,25383916.2009,520779.4,345454.7,125904224.3565,2583065.824
601988.SH,20070201,4.79,4.95,4.72,4.85,4.96,-0.11,-2.22,2574337.5,1239814.877,4.9432,0.81,29.3879,3.2539,8.4664,25383916.2009,520779.4,345454.7,123111993.5744,2525780.09
601988.SH,20070202,4.88,4.88,4.65,4.66,4.85,-0.19,-3.92,2370241.23,1116390.559,4.5513,0.72,28.2367,3.1265,8.1347,25383916.2009,520779.4,345454.7,118289049.4962,2426832.004
601988.SH,20070205,4.65,4.68,4.41,4.42,4.66,-0.24,-5.15,1966341.64,886962.09,3.7758,0.6,26.7824,2.9654,7.7157,25383916.2009,520779.4,345454.7,112196909.608,2301844.948
601988.SH,20070206,4.44,4.62,4.32,4.61,4.42,0.19,4.3,1733065.44,774030.539,3.3278,0.56,27.9337,3.0929,8.0474,25383916.2009,520779.4,345454.7,117019853.6861,2400793.034
601988.SH,20070207,4.63,4.76,4.59,4.65,4.61,0.04,0.87,2035883.07,951750.218,3.9093,0.69,28.1761,3.1197,8.1172,25383916.2009,520779.4,345454.7,118035210.3342,2421624.21
601988.SH,20070208,4.67,4.68,4.55,4.6,4.65,-0.05,-1.08,1035017.82,475184.71,1.9874,0.48,27.8731,3.0862,8.03,25383916.2009,520779.4,345454.7,116766014.5241,2395585.24
601988.SH,20070209,4.6,4.61,4.49,4.54,4.6,-0.06,-1.3,1081537.22,489908.914,2.0768,0.59,27.5095,3.0459,7.9252,25383916.2009,520779.4,345454.7,115242979.5521,2364338.476
601988.SH,20070212,4.53,4.64,4.51,4.64,4.54,0.1,2.2,1032313.56,475075.688,1.9822,0.66,28.1155,3.113,8.0998,25383916.2009,520779.4,345454.7,117781371.1722,2416416.416
601988.SH,20070213,4.67,4.69,4.6,4.64,4.64,0.0,0.0,972702.57,451181.614,1.8678,0.7,28.1155,3.113,8.0998,25383916.2009,520779.4,345454.7,117781371.1722,2416416.416
601988.SH,20070214,4.64,4.75,4.6,4.75,4.64,0.11,2.37,1734879.77,813337.683,3.3313,1.41,28.782,3.1868,8.2918,25383916.2009,520779.4,345454.7,120573601.9543,2473702.15
601988.SH,20070215,4.77,4.95,4.77,4.94,4.75,0.19,4.0,2563730.54,1240920.649,4.9229,2.19,29.9333,3.3143,8.6235,25383916.2009,520779.4,345454.7,125396546.0324,2572650.236
601988.SH,20070216,5.0,5.02,4.9,4.95,4.94,0.01,0.2,2528834.0,1253089.539,4.8559,1.71,29.9939,3.321,8.6409,25383916.2009,520779.4,345454.7,125650385.1945,2577858.03
601988.SH,20070226,4.94,4.99,4.8,4.98,4.95,0.03,0.61,2145777.6,1052968.579,4.1203,1.21,30.1757,3.3411,8.6933,25383916.2009,520779.4,345454.7,126411902.6805,2593481.412
601988.SH,20070227,4.98,5.0,4.52,4.62,4.98,-0.36,-7.23,2948782.67,1414567.435,5.6622,1.48,27.9943,3.0996,8.0649,25383916.2009,520779.4,345454.7,117273692.8482,2406000.828
601988.SH,20070228,4.58,4.81,4.55,4.79,4.62,0.17,3.68,1733240.21,812504.313,3.3282,0.73,29.0244,3.2137,8.3616,25383916.2009,520779.4,345454.7,121588958.6023,2494533.326
601988.SH,20070301,4.77,4.77,4.61,4.66,4.79,-0.13,-2.71,1353844.08,632063.193,2.5996,0.57,28.2367,3.1265,8.1347,25383916.2009,520779.4,345454.7,118289049.4962,2426832.004
601988.SH,20070302,4.65,4.74,4.64,4.71,4.66,0.05,1.07,995587.82,466716.718,1.9117,0.46,28.5396,3.16,8.222,25383916.2009,520779.4,345454.7,119558245.3062,2452870.974
601988.SH,20070305,4.7,4.76,4.59,4.68,4.71,-0.03,-0.64,1176291.87,549026.012,2.2587,0.64,28.3579,3.1399,8.1696,25383916.2009,520779.4,345454.7,118796727.8202,2437247.592
601988.SH,20070306,4.68,4.91,4.62,4.84,4.68,0.16,3.42,2251768.09,1081361.613,4.3238,1.37,29.3274,3.2472,8.4489,25383916.2009,520779.4,345454.7,122858154.4124,2520572.296
601988.SH,20070307,4.84,4.9,4.82,4.86,4.84,0.02,0.41,1702601.0,828249.924,3.2693,1.13,29.4485,3.2606,8.4838,25383916.2009,520779.4,345454.7,123365832.7364,2530987.884
601988.SH,20070308,4.86,4.89,4.81,4.88,4.86,0.02,0.41,1314340.13,638105.211,2.5238,0.88,29.5697,3.2741,8.5187,25383916.2009,520779.4,345454.7,123873511.0604,2541403.472
601988.SH,20070309,4.88,5.07,4.87,5.04,4.88,0.16,3.28,4556638.18,2270324.485,8.7497,3.06,30.5392,3.3814,8.798,25383916.2009,520779.4,345454.7,127934937.6525,2624728.176
601988.SH,20070312,5.06,5.19,5.05,5.08,5.04,0.04,0.79,3143081.42,1606322.643,6.0353,1.43,30.7816,3.4082,8.8679,25383916.2009,520779.4,345454.7,128950294.3006,2645559.352
601988.SH,20070313,5.08,5.11,4.99,5.03,5.08,-0.05,-0.98,1916575.01,963159.649,3.6802,0.74,30.4786,3.3747,8.7806,25383916.2009,520779.4,345454.7,127681098.4905,2619520.382
601988.SH,20070314,4.99,4.99,4.88,4.91,5.03,-0.12,-2.39,1720108.42,846003.808,3.303,0.68,29.7515,3.2942,8.5711,25383916.2009,520779.4,345454.7,124635028.5464,2557026.854
601988.SH,20070315,4.91,5.03,4.9,4.98,4.91,0.07,1.43,1424594.26,707880.957,2.7355,0.56,30.1757,3.3411,8.6933,25383916.2009,520779.4,345454.7,126411902.6805,2593481.412
601988.SH,20070316,5.0,5.1,4.96,5.0,4.98,0.02,0.4,2823527.78,1420747.485,5.4217,1.11,30.2969,3.3546,8.7282,25383916.2009,520779.4,345454.7,126919581.0045,2603897.0
601988.SH,20070319,5.07,5.39,5.05,5.29,5.0,0.29,5.8,4129920.75,2164462.582,7.9303,1.87,32.0541,3.5491,9.2345,25383916.2009,520779.4,345454.7,134280916.7028,2754923.026
601988.SH,20070320,5.31,5.33,5.21,5.29,5.29,0.0,0.0,2072982.41,1093235.129,3.9805,0.86,32.0541,3.5491,9.2345,25383916.2009,520779.4,345454.7,134280916.7028,2754923.026
601988.SH,20070321,5.29,5.36,5.26,5.31,5.29,0.02,0.38,2187388.47,1159894.477,4.2002,0.9,32.1753,3.5625,9.2694,25383916.2009,520779.4,345454.7,134788595.0268,2765338.614
601988.SH,20070322,5.33,5.36,5.2,5.24,5.31,-0.07,-1.32,2288567.92,1210386.524,4.3945,0.91,31.7511,3.5156,9.1472,25383916.2009,520779.4,345454.7,133011720.8927,2728884.056
601988.SH,20070323,5.24,5.29,5.1,5.2,5.24,-0.04,-0.76,2085987.67,1078893.284,4.0055,0.77,31.5087,3.3997,9.0773,25383916.2009,520779.4,433117.0531,131996364.2447,2708052.88
601988.SH,20070326,5.2,5.26,5.15,5.22,5.2,0.02,0.38,1992180.2,1037092.659,3.8254,0.78,31.6299,3.4128,9.1123,25383916.2009,520779.4,433117.0531,132504042.5687,2718468.468
601988.SH,20070327,5.21,5.22,5.14,5.18,5.22,-0.04,-0.77,2220792.45,1149475.642,4.2644,1.04,31.3875,3.3867,9.0424,25383916.2009,520779.4,433117.0531,131488685.9207,2697637.292
601988.SH,20070328,5.17,5.36,5.1,5.33,5.18,0.15,2.9,4367971.68,2301689.05,8.3874,2.03,32.2964,3.4847,9.3043,25383916.2009,520779.4,433117.0531,135296273.3508,2775754.202
601988.SH,20070329,5.36,5.86,5.35,5.67,5.33,0.34,6.38,7438492.3,4171723.127,14.2834,2.87,34.3566,3.707,9.8978,25383916.2009,520779.4,433117.0531,143926804.8591,2952819.198
601988.SH,20070330,5.6,5.66,5.49,5.55,5.67,-0.12,-2.12,3433943.13,1908199.882,6.5939,0.95,33.6295,3.6286,9.6883,25383916.2009,520779.4,433117.0531,140880734.915,2890325.67
601988.SH,20070402,5.56,5.75,5.56,5.65,5.55,0.1,1.8,2260526.42,1278370.007,4.3407,0.58,34.2354,3.694,9.8629,25383916.2009,520779.4,433117.0531,143419126.5351,2942403.61
601988.SH,20070403,5.66,5.7,5.6,5.69,5.65,0.04,0.71,2177036.75,1229457.543,4.1803,0.55,34.4778,3.7201,9.9327,25383916.2009,520779.4,433117.0531,144434483.1831,2963234.786
601988.SH,20070404,5.7,5.74,5.6,5.63,5.69,-0.06,-1.05,1997141.86,1126941.117,3.8349,0.51,34.1143,3.6809,9.828,25383916.2009,520779.4,433117.0531,142911448.2111,2931988.022
601988.SH,20070405,5.6,5.73,5.53,5.69,5.63,0.06,1.07,2152706.93,1206237.599,4.1336,0.62,34.4778,3.7201,9.9327,25383916.2009,520779.4,433117.0531,144434483.1831,2963234.786
601988.SH,20070406,5.63,5.67,5.58,5.63,5.69,-0.06,-1.05,1875604.45,1054957.76,3.6015,0.78,34.1143,3.6809,9.828,25383916.2009,520779.4,433117.0531,142911448.2111,2931988.022
601988.SH,20070409,5.63,5.7,5.56,5.67,5.63,0.04,0.71,2409118.27,1357778.123,4.626,1.15,34.3566,3.707,9.8978,25383916.2009,520779.4,433117.0531,143926804.8591,2952819.198
601988.SH,20070410,5.67,5.9,5.61,5.88,5.67,0.21,3.7,4565269.86,2625949.628,8.7662,2.15,35.6291,3.8443,10.2644,25383916.2009,520779.4,433117.0531,149257427.2613,3062182.872
601988.SH,20070411,5.91,5.95,5.8,5.88,5.88,0.0,0.0,3499464.23,2055787.226,6.7197,1.35,35.6291,3.8443,10.2644,25383916.2009,520779.4,433117.0531,149257427.2613,3062182.872
601988.SH,20070412,5.9,5.92,5.77,5.83,5.88,-0.05,-0.85,3255847.89,1892446.757,6.2519,1.12,35.3261,3.8116,10.1771,25383916.2009,520779.4,433117.0531,147988231.4512,3036143.902
601988.SH,20070413,5.82,5.85,5.7,5.76,5.83,-0.07,-1.2,2749559.82,1586114.777,5.2797,0.88,34.902,3.7659,10.0549,25383916.2009,520779.4,433117.0531,146211357.3172,2999689.344
601988.SH,20070416,5.73,5.85,5.72,5.82,5.76,0.06,1.04,2297867.95,1331091.123,4.4124,0.7,35.2655,3.8051,10.1596,25383916.2009,520779.4,433117.0531,147734392.2892,3030936.108
601988.SH,20070417,5.82,5.83,5.61,5.75,5.82,-0.07,-1.2,2775513.09,1589746.689,5.3295,0.85,34.8414,3.7593,10.0374,25383916.2009,520779.4,433117.0531,145957518.1552,2994481.55
601988.SH,20070418,5.7,5.74,5.61,5.67,5.75,-0.08,-1.39,2560773.29,1447416.984,4.9172,0.88,34.3566,3.707,9.8978,25383916.2009,520779.4,433117.0531,143926804.8591,2952819.198
601988.SH,20070419,5.67,5.75,5.23,5.42,5.67,-0.25,-4.41,3128340.26,1744432.334,6.007,1.15,32.8418,3.5436,9.4614,25383916.2009,520779.4,433117.0531,137580825.8089,2822624.348
601988.SH,20070420,5.42,5.55,5.4,5.52,5.42,0.1,1.85,2151690.35,1180619.121,4.1317,0.8,33.4477,3.609,9.6359,25383916.2009,520779.4,433117.0531,140119217.429,2874702.288
601988.SH,20070423,5.52,5.7,5.47,5.65,5.52,0.13,2.36,3297893.79,1843053.158,6.3326,1.28,34.2354,3.694,9.8629,25383916.2009,520779.4,433117.0531,143419126.5351,2942403.61
601988.SH,20070424,5.66,5.69,5.55,5.59,5.65,-0.06,-1.06,2836387.56,1587340.285,5.4464,1.02,33.8719,3.6547,9.7581,25383916.2009,520779.4,433117.0531,141896091.563,2911156.846
601988.SH,20070425,5.59,5.85,5.51,5.76,5.59,0.17,3.04,4183215.27,2393450.617,8.0326,1.5,34.902,3.7659,10.0549,25383916.2009,520779.4,433117.0531,146211357.3172,2999689.344
601988.SH,20070426,5.82,5.87,5.69,5.74,5.76,-0.02,-0.35,2344574.12,1348925.755,4.502,0.75,34.7808,3.7528,10.02,25383916.2009,520779.4,433117.0531,145703678.9932,2989273.756
601988.SH,20070427,5.75,5.78,5.6,5.62,5.74,-0.12,-2.09,2174418.8,1228982.076,4.1753,0.73,34.0537,3.6743,9.8105,25383916.2009,520779.4,433117.0531,142657609.0491,2926780.228
601988.SH,20070430,5.58,5.67,5.54,5.62,5.62,0.0,0.0,2116131.17,1184068.363,4.0634,0.71,34.0537,3.5784,9.8105,25383916.2009,520779.4,520779.4,142657609.0491,2926780.228
601988.SH,20070508,5.68,5.73,5.6,5.66,5.62,0.04,0.71,2732546.97,1543456.87,5.247,1.0,34.296,3.6039,9.8803,25383916.2009,520779.4,520779.4,143672965.6971,2947611.404
601988.SH,20070509,5.72,6.2,5.67,6.1,5.66,0.44,7.77,7699752.85,4574032.286,14.7851,2.84,36.9622,3.884,10.6484,25383916.2009,520779.4,520779.4,154841888.8255,3176754.34
601988.SH,20070510,6.09,6.3,6.01,6.14,6.1,0.04,0.66,5016060.59,3085800.48,9.6318,1.47,37.2045,3.9095,10.7182,25383916.2009,520779.4,520779.4,155857245.4735,3197585.516
601988.SH,20070511,6.09,6.13,5.97,6.09,6.14,-0.05,-0.81,3170976.81,1920162.031,6.0889,0.8,36.9016,3.8776,10.631,25383916.2009,520779.4,520779.4,154588049.6635,3171546.546
601988.SH,20070514,6.06,6.2,6.0,6.13,6.09,0.04,0.66,2721419.61,1669109.267,5.2257,0.66,37.1439,3.9031,10.7008,25383916.2009,520779.4,520779.4,155603406.3115,3192377.722
601988.SH,20070515,6.15,6.18,5.81,5.85,6.13,-0.28,-4.57,3290134.9,1968354.969,6.3177,0.77,35.4473,3.7248,10.212,25383916.2009,520779.4,520779.4,148495909.7753,3046559.49
601988.SH,20070516,5.83,5.94,5.78,5.9,5.85,0.05,0.85,1895449.88,1109799.916,3.6396,0.43,35.7503,3.7567,10.2993,25383916.2009,520779.4,520779.4,149765105.5853,3072598.46
601988.SH,20070517,5.9,5.97,5.83,5.91,5.9,0.01,0.17,2157118.58,1271874.676,4.1421,0.67,35.8109,3.763,10.3167,25383916.2009,520779.4,520779.4,150018944.7473,3077806.254
601988.SH,20070518,5.88,5.88,5.79,5.81,5.91,-0.1,-1.69,2043485.33,1190450.974,3.9239,0.77,35.2049,3.6994,10.1422,25383916.2009,520779.4,520779.4,147480553.1272,3025728.314
601988.SH,20070521,5.66,5.79,5.61,5.75,5.81,-0.06,-1.03,2161746.25,1235926.062,4.151,0.89,34.8414,3.6612,10.0374,25383916.2009,520779.4,520779.4,145957518.1552,2994481.55
601988.SH,20070522,5.75,5.83,5.71,5.76,5.75,0.01,0.17,2228664.19,1283462.065,4.2795,0.96,34.902,3.6675,10.0549,25383916.2009,520779.4,520779.4,146211357.3172,2999689.344
601988.SH,20070523,5.79,5.88,5.76,5.83,5.76,0.07,1.22,2253422.2,1309760.795,4.327,1.07,35.3261,3.7121,10.1771,25383916.2009,520779.4,520779.4,147988231.4512,3036143.902
601988.SH,20070524,5.84,6.03,5.81,5.88,5.83,0.05,0.86,2933976.7,1730707.228,5.6338,1.35,35.6291,3.7439,10.2644,25383916.2009,520779.4,520779.4,149257427.2613,3062182.872
601988.SH,20070525,5.87,5.88,5.76,5.8,5.88,-0.08,-1.36,2219261.22,1287902.497,4.2614,0.95,35.1444,3.693,10.1247,25383916.2009,520779.4,520779.4,147226713.9652,3020520.52
601988.SH,20070528,5.8,5.9,5.78,5.84,5.8,0.04,0.69,2389856.22,1392717.176,4.589,1.01,35.3867,3.7185,10.1946,25383916.2009,520779.4,520779.4,148242070.6133,3041351.696
601988.SH,20070529,5.85,5.95,5.84,5.9,5.84,0.06,1.03,2863327.25,1684068.84,5.4982,1.19,35.7503,3.7567,10.2993,25383916.2009,520779.4,520779.4,149765105.5853,3072598.46
601988.SH,20070530,5.69,5.85,5.42,5.48,5.9,-0.42,-7.12,3569304.81,2006111.876,6.8538,1.41,33.2054,3.4892,9.5661,25383916.2009,520779.4,520779.4,139103860.7809,2853871.112
601988.SH,20070531,5.48,5.85,5.27,5.73,5.48,0.25,4.56,3287449.23,1843494.348,6.3126,1.18,34.7202,3.6484,10.0025,25383916.2009,520779.4,520779.4,145449839.8312,2984065.962
601988.SH,20070601,5.73,5.87,5.61,5.62,5.73,-0.11,-1.92,2593710.85,1485580.005,4.9804,0.91,34.0537,3.5784,9.8105,25383916.2009,520779.4,520779.4,142657609.0491,2926780.228
601988.SH,20070604,5.59,5.59,5.06,5.1,5.62,-0.52,-9.25,2791122.14,1472718.056,5.3595,0.95,30.9028,3.2473,8.9028,25383916.2009,520779.4,520779.4,129457972.6246,2655974.94
601988.SH,20070605,5.05,5.28,4.8,5.19,5.1,0.09,1.76,2319598.6,1173797.636,4.4541,0.77,31.4481,3.3046,9.0599,25383916.2009,520779.4,520779.4,131742525.0827,2702845.086
601988.SH,20070606,5.21,5.23,5.1,5.17,5.19,-0.02,-0.39,1479568.72,762729.44,2.8411,0.51,31.3269,3.2919,9.025,25383916.2009,520779.4,520779.4,131234846.7587,2692429.498
601988.SH,20070607,5.15,5.2,5.13,5.2,5.17,0.03,0.58,1673240.02,864428.608,3.213,0.67,31.5087,3.311,9.0773,25383916.2009,520779.4,520779.4,131996364.2447,2708052.88
601988.SH,20070608,5.2,5.22,5.11,5.16,5.2,-0.04,-0.77,1371158.87,706997.637,2.6329,0.63,31.2664,3.2855,9.0075,25383916.2009,520779.4,520779.4,130981007.5966,2687221.704
601988.SH,20070611,5.18,5.23,5.11,5.21,5.16,0.05,0.97,1462420.41,756122.067,2.8081,0.76,31.5693,3.3173,9.0948,25383916.2009,520779.4,520779.4,132250203.4067,2713260.674
601988.SH,20070612,5.19,5.23,5.07,5.2,5.21,-0.01,-0.19,1610322.88,828509.388,3.0921,0.97,31.5087,3.311,9.0773,25383916.2009,520779.4,520779.4,131996364.2447,2708052.88
601988.SH,20070613,5.23,5.48,5.2,5.4,5.2,0.2,3.85,2874827.31,1528724.956,5.5202,1.89,32.7206,3.4383,9.4265,25383916.2009,520779.4,520779.4,137073147.4849,2812208.76
601988.SH,20070614,5.37,5.4,5.26,5.27,5.4,-0.13,-2.41,1480755.83,786170.485,2.8433,0.82,31.9329,3.3555,9.1995,25383916.2009,520779.4,520779.4,133773238.3787,2744507.438
601988.SH,20070615,5.27,5.35,5.18,5.29,5.27,0.02,0.38,1076902.63,568019.077,2.0679,0.61,32.0541,3.3683,9.2345,25383916.2009,520779.4,520779.4,134280916.7028,2754923.026
601988.SH,20070618,5.32,5.45,5.31,5.36,5.29,0.07,1.32,1710578.88,919189.736,3.2847,1.01,32.4782,3.4128,9.3566,25383916.2009,520779.4,520779.4,136057790.8368,2791377.584
601988.SH,20070619,5.32,5.45,5.27,5.35,5.36,-0.01,-0.19,1431118.55,766379.238,2.748,0.82,32.4176,3.4065,9.3392,25383916.2009,520779.4,520779.4,135803951.6748,2786169.79
601988.SH,20070620,5.32,5.34,5.2,5.22,5.35,-0.13,-2.43,1436595.4,757195.891,2.7585,0.84,31.6299,3.3237,9.1123,25383916.2009,520779.4,520779.4,132504042.5687,2718468.468
601988.SH,20070621,5.2,5.3,5.13,5.23,5.22,0.01,0.19,1017788.47,530211.309,1.9544,0.71,31.6905,3.3301,9.1297,25383916.2009,520779.4,520779.4,132757881.7307,2723676.262
601988.SH,20070622,5.23,5.3,5.03,5.09,5.23,-0.14,-2.68,1281784.28,659768.427,2.4613,0.96,30.8422,3.2409,8.8853,25383916.2009,520779.4,520779.4,129204133.4626,2650767.146
601988.SH,20070625,5.1,5.19,4.99,5.01,5.09,-0.08,-1.57,1245669.81,630240.244,2.3919,0.91,30.3574,3.19,8.7457,25383916.2009,520779.4,520779.4,127173420.1665,2609104.794
601988.SH,20070626,4.99,5.05,4.92,5.03,5.01,0.02,0.4,994258.23,494434.942,1.9092,0.78,30.4786,3.2027,8.7806,25383916.2009,520779.4,520779.4,127681098.4905,2619520.382
601988.SH,20070627,5.05,5.14,4.96,5.11,5.03,0.08,1.59,1203053.01,607483.52,2.3101,1.01,30.9634,3.2537,8.9202,25383916.2009,520779.4,520779.4,129711811.7866,2661182.734
601988.SH,20070628,5.12,5.24,5.0,5.01,5.11,-0.1,-1.96,1395468.43,717605.554,2.6796,1.22,30.3574,3.19,8.7457,25383916.2009,520779.4,520779.4,127173420.1665,2609104.794
601988.SH,20070629,4.95,5.09,4.92,5.02,5.01,0.01,0.2,1053208.95,526442.195,2.0224,0.86,30.418,3.1963,8.7631,25383916.2009,520779.4,520779.4,127427259.3285,2614312.588
601988.SH,20070702,5.01,5.06,4.96,5.05,5.02,0.03,0.6,719802.65,360599.603,1.3822,0.61,30.5998,3.2155,8.8155,25383916.2009,520779.4,520779.4,128188776.8145,2629935.97
601988.SH,20070703,5.05,5.13,5.02,5.1,5.01,0.09,1.8,861875.94,438080.614,1.655,0.8,30.9028,3.319,8.9028,25383916.2009,520779.4,520779.4,129457972.6246,2655974.94
601988.SH,20070704,5.12,5.16,5.0,5.02,5.1,-0.08,-1.57,717959.05,364817.945,1.3786,0.69,30.418,3.2669,8.7631,25383916.2009,520779.4,520779.4,127427259.3285,2614312.588
601988.SH,20070705,5.0,5.0,4.85,4.86,5.02,-0.16,-3.19,883403.13,434939.033,1.6963,0.93,29.4485,3.1628,8.4838,25383916.2009,520779.4,520779.4,123365832.7364,2530987.884
601988.SH,20070706,4.86,5.01,4.81,4.99,4.86,0.13,2.67,809876.93,398005.793,1.5551,0.96,30.2363,3.2474,8.7108,25383916.2009,520779.4,520779.4,126665741.8425,2598689.206
601988.SH,20070709,5.01,5.11,4.97,5.07,4.99,0.08,1.6,1216401.65,615985.495,2.3357,1.52,30.721,3.2994,8.8504,25383916.2009,520779.4,520779.4,128696455.1386,2640351.558
601988.SH,20070710,5.09,5.2,5.09,5.1,5.07,0.03,0.59,1566917.58,807128.763,3.0088,1.75,30.9028,3.319,8.9028,25383916.2009,520779.4,520779.4,129457972.6246,2655974.94
601988.SH,20070711,5.15,5.27,5.09,5.18,5.1,0.08,1.57,1088853.33,567412.863,2.0908,1.05,31.3875,3.371,9.0424,25383916.2009,520779.4,520779.4,131488685.9207,2697637.292
601988.SH,20070712,5.18,5.21,5.1,5.17,5.18,-0.01,-0.19,533914.01,275110.884,1.0252,0.48,31.3269,3.3645,9.025,25383916.2009,520779.4,520779.4,131234846.7587,2692429.498
601988.SH,20070713,5.17,5.19,5.09,5.13,5.17,-0.04,-0.77,371672.69,190282.106,0.7137,0.36,31.0846,3.3385,8.9551,25383916.2009,520779.4,520779.4,130219490.1106,2671598.322
601988.SH,20070716,5.13,5.16,5.03,5.03,5.13,-0.1,-1.95,365360.99,185689.091,0.7016,0.38,30.4786,3.2734,8.7806,25383916.2009,520779.4,520779.4,127681098.4905,2619520.382
601988.SH,20070717,5.03,5.18,5.0,5.13,5.03,0.1,1.99,447230.79,227614.966,0.8588,0.57,31.0846,3.3385,8.9551,25383916.2009,520779.4,520779.4,130219490.1106,2671598.322
601988.SH,20070718,5.1,5.2,5.07,5.16,5.13,0.03,0.58,837284.52,432431.668,1.6078,1.49,31.2664,3.358,9.0075,25383916.2009,520779.4,520779.4,130981007.5966,2687221.704
601988.SH,20070719,5.15,5.21,5.11,5.14,5.16,-0.02,-0.39,538324.36,277752.978,1.0337,1.05,31.1452,3.345,8.9726,25383916.2009,520779.4,520779.4,130473329.2726,2676806.116
601988.SH,20070720,5.14,5.33,5.12,5.29,5.14,0.15,2.92,1890495.75,988441.816,3.6301,3.69,32.0541,3.4426,9.2345,25383916.2009,520779.4,520779.4,134280916.7028,2754923.026
